"billing_log_recid","Open/Closed","Invoice","Ticket #","Company Name","Customer PO","Invoice Total","Date","Status","Invoice Type","Project / Phase","Sales Order #","Location","Department","Internal Notes","GL","Routed To","Down Payment Applied","Credit Amount","Paid Amount","Date Paid","Agreement Type","Bill To","Invoice Balance","Site","Invoice Delivery","Tax Code","Account ID","Due Date","Invoice Reference","Service Total","Expense Total","Product Total","Sales Tax","Unbatched","Billing Terms","Pending Application","Procurement Needed","Partner Name","Sales Rep.","Business Development?"
"33721","Closed","32930","","Matheson Capital","Barracuda Premium Plus QuickStart","4500.00","04/04/2026 12:00 am","No Past Due Notices Sent","Standard","","5234","Corporate","Sales","","N","EWolf","0.00","4500.00","0.00","04/20/2026 11:50 am","","Matheson Capital","0.00","Main","E-Mail","Avatax","Matheson Capital, LLC","04/04/2026 12:00 am","Order #5234","0.00","0.00","4500.00","0.00","False","Due Upon Receipt","False","false","","Marcello Moreira","true"
"33720","Closed","32929","","Conejo Valley Services","Windows OS upgrades","350.00","04/03/2026 12:00 am","Closed - Emailed","Standard","","5233","Corporate","Admin","","N","ABrock","0.00","0.00","0.00","","","Conejo Valley Services","350.00","MAIN","E-Mail","Avatax","Conejo Valley Heating and Air","04/03/2026 12:00 am","Order #5233","0.00","0.00","350.00","0.00","False","Due Upon Receipt","False","false","","","false"
"33719","Closed","32928","","Snap Creative","W. Haines Setup","350.00","04/03/2026 12:00 am","No Past Due Notices Sent","Standard","","5232","Corporate","Admin","","N","ABrock","0.00","0.00","350.00","04/10/2026 11:18 am","","Snap Creative","0.00","New Main","E-Mail","Avatax","Snap Creative","04/03/2026 12:00 am","Order #5232","0.00","0.00","350.00","0.00","False","Due Upon Receipt","False","false","","","false"
"33680","Closed","32760.1","","Alameda Structural Inc","","2.49","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","2.49","04/02/2026 8:17 am","","Alameda Structural Inc","0.00","Main","E-Mail","Avatax","Alameda Structural Inc","04/02/2026 12:00 am","Online Processing Fee for 32760.1","0.00","0.00","2.49","0.00","False","Due Upon Receipt","False","","","",""
"33685","Closed","32763.1","","Ascend Planning Solutions","","1.68","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","1.68","04/02/2026 8:17 am","","Ascend Planning Solutions","0.00","Main","E-Mail","Avatax","Ascend Planning Solutions","04/02/2026 12:00 am","Online Processing Fee for 32763.1","0.00","0.00","1.68","0.00","False","Due Upon Receipt","False","","","",""
"33681","Closed","32764.1","","Astra Prime Wealth Management","","1.64","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","1.64","04/02/2026 8:17 am","","Astra Prime Wealth Management","0.00","Main","E-Mail","Avatax","Astra Prime Wealth Management","04/02/2026 12:00 am","Online Processing Fee for 32764.1","0.00","0.00","1.64","0.00","False","Due Upon Receipt","False","","","",""
"33682","Closed","32768.1","","Avisi Technologies","","1.89","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","1.89","04/02/2026 8:17 am","","Avisi Technologies","0.00","Main","E-Mail","Avatax","AvisiTech","04/02/2026 12:00 am","Online Processing Fee for 32768.1","0.00","0.00","1.89","0.00","False","Due Upon Receipt","False","","","",""
"33679","Closed","32770.1","","BartonWood","","2.62","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","2.62","04/02/2026 8:17 am","","BartonWood","0.00","Main","E-Mail","Avatax","BartonWood","04/02/2026 12:00 am","Online Processing Fee for 32770.1","0.00","0.00","2.62","0.00","False","Due Upon Receipt","False","","","",""
"33683","Closed","32771.1","","Beachmont Behavioral Health","","3.26","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","3.26","04/02/2026 8:17 am","","Beachmont Behavioral Health","0.00","Main","E-Mail","Avatax","Beachmont Behavioral Health","04/02/2026 12:00 am","Online Processing Fee for 32771.1","0.00","0.00","3.26","0.00","False","Due Upon Receipt","False","","","",""
"33688","Closed","32775.1","","Boardwalk Ventures","","1.06","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","1.06","04/02/2026 8:17 am","","Boardwalk Ventures","0.00","Main","E-Mail","Avatax","Boardwalk Ventures","04/02/2026 12:00 am","Online Processing Fee for 32775.1","0.00","0.00","1.06","0.00","False","Due Upon Receipt","False","","","",""
"33687","Closed","32776.1","","Boeck Chiropractic","","0.21","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","0.21","04/02/2026 8:17 am","","Boeck Chiropractic","0.00","Main","E-Mail","Avatax","Boeck Chiropractic","04/02/2026 12:00 am","Online Processing Fee for 32776.1","0.00","0.00","0.21","0.00","False","Due Upon Receipt","False","","","",""
"33686","Closed","32779.1","","Camp Hanover","","0.13","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","0.13","04/02/2026 8:17 am","","Camp Hanover","0.00","Main","E-Mail","Avatax","Camp Hanover","04/02/2026 12:00 am","Online Processing Fee for 32779.1","0.00","0.00","0.13","0.00","False","Due Upon Receipt","False","","","",""
"33715","Closed","32927","","Clean Hydrogen Works LA2, LLC","Additional Prorated Licenses","50.06","04/02/2026 12:00 am","Closed - Emailed","Standard","","5231","Corporate","Sales","","N","ABrock","0.00","0.00","50.06","04/08/2026 7:56 am","","Clean Hydrogen Works LA2, LLC","0.00","Main","E-Mail","Avatax","Clean Hydrogen Works LA2, LLC","04/02/2026 12:00 am","Order #5231","0.00","0.00","46.95","3.11","False","Due Upon Receipt","False","false","AvePoint","Marcello Moreira","true"
"33678","Closed","32778.1","","C-MAG Chimie Inc.","","0.88","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","0.88","04/02/2026 6:22 am","","C-MAG Chimie Inc.","0.00","Main","E-Mail","Avatax","C-MAG Chimie","04/02/2026 12:00 am","Online Processing Fee for 32778.1","0.00","0.00","0.88","0.00","False","Due Upon Receipt","False","","","",""
"33684","Closed","32786.1","","CVG Wealth Management","","5.25","04/02/2026 12:00 am","No Past Due Notices Sent","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","5.25","04/02/2026 8:17 am","","CVG Wealth Management","0.00","Main Office","E-Mail","Avatax","CVG Wealth Management","04/02/2026 12:00 am","Online Processing Fee for 32786.1","0.00","0.00","5.25","0.00","False","Due Upon Receipt","False","","","",""
"33695","Closed","32790.1","","Don Crowe Psychology","","0.21","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","0.21","04/02/2026 8:22 am","","Don Crowe Psychology","0.00","Main","E-Mail","Avatax","Don Crowe Psychology","04/02/2026 12:00 am","Online Processing Fee for 32790.1","0.00","0.00","0.21","0.00","False","Due Upon Receipt","False","","","",""
"33707","Closed","32793.1","","Drive Wheel","","3.16","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","3.16","04/02/2026 8:23 am","","Drive Wheel","0.00","Main","E-Mail","Avatax","Drive Wheel","04/02/2026 12:00 am","Online Processing Fee for 32793.1","0.00","0.00","3.16","0.00","False","Due Upon Receipt","False","","","",""
"33696","Closed","32799.1","","Forvision Therapeutics","","4.17","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","4.17","04/02/2026 8:22 am","","Forvision Therapeutics","0.00","Main","E-Mail","Avatax","Forvision Therapeutics","04/02/2026 12:00 am","Online Processing Fee for 32799.1","0.00","0.00","4.17","0.00","False","Due Upon Receipt","False","","","",""
"33689","Closed","32801.1","","FWI Custom Homes","","1.25","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","1.25","04/02/2026 8:22 am","","FWI Custom Homes","0.00","Main","E-Mail","Avatax","FWI Custom Homes","04/02/2026 12:00 am","Online Processing Fee for 32801.1","0.00","0.00","1.25","0.00","False","Due Upon Receipt","False","","","",""
"33706","Closed","32804.1","","Glen R. Gardner Landscape Architect","","0.77","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","0.77","04/02/2026 8:23 am","","Glen R. Gardner Landscape Architect","0.00","Main","E-Mail","Avatax","Glen R. Gardner Landscape Architect","04/02/2026 12:00 am","Online Processing Fee for 32804.1","0.00","0.00","0.77","0.00","False","Due Upon Receipt","False","","","",""
"33697","Closed","32805.1","","Glennon Trade LLC","","1.84","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","1.84","04/02/2026 1:02 pm","","Glennon Trade LLC","0.00","Main","E-Mail","Avatax","Glennon Trade LLC","04/02/2026 12:00 am","Online Processing Fee for 32805.1","0.00","0.00","1.70","0.14","False","Due Upon Receipt","False","","","",""
"33713","Closed","32806.1","","GR Financial Group","","0.83","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","0.83","04/02/2026 8:23 am","","GR Financial Group","0.00","Main","E-Mail","Avatax","GRFinancialGroup","04/02/2026 12:00 am","Online Processing Fee for 32806.1","0.00","0.00","0.83","0.00","False","Due Upon Receipt","False","","","",""
"33703","Closed","32808.1","","Green Hickory","","1.99","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","1.99","04/02/2026 8:22 am","","Green Hickory","0.00","Main","E-Mail","Avatax","Green Hickory","04/02/2026 12:00 am","Online Processing Fee for 32808.1","0.00","0.00","1.99","0.00","False","Due Upon Receipt","False","","","",""
"33690","Closed","32809.1","","Green Mountain Geek","","0.96","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","0.96","04/02/2026 8:22 am","","Green Mountain Geek","0.00","Main","E-Mail","Avatax","Green Mountain Geek","04/02/2026 12:00 am","Online Processing Fee for 32809.1","0.00","0.00","0.96","0.00","False","Due Upon Receipt","False","","","",""
"33699","Closed","32811.1","","HiPoint AG Environmental","","1.80","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","1.80","04/02/2026 8:22 am","","HiPoint AG Environmental","0.00","Main","E-Mail","Avatax","HiPoint AG Enviironmental","04/02/2026 12:00 am","Online Processing Fee for 32811.1","0.00","0.00","1.80","0.00","False","Due Upon Receipt","False","","","",""
"33694","Closed","32812.1","","Hite Consulting Inc ","","3.45","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","3.45","04/02/2026 8:22 am","","Hite Consulting Inc ","0.00","Main","E-Mail","Avatax","Hite Consulting Inc ","04/02/2026 12:00 am","Online Processing Fee for 32812.1","0.00","0.00","3.45","0.00","False","Due Upon Receipt","False","","","",""
"33708","Closed","32815.1","","Hunter Stevens LLC","","1.36","04/02/2026 12:00 am","No Past Due Notices Sent","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","1.36","04/02/2026 8:23 am","","Hunter Stevens LLC","0.00","Main","E-Mail","Avatax","Hunter Stevens LLC","04/02/2026 12:00 am","Online Processing Fee for 32815.1","0.00","0.00","1.36","0.00","False","Due Upon Receipt","False","","","",""
"33698","Closed","32819.1","","Jeff Purcell CPA Inc.","","2.40","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","2.40","04/02/2026 8:22 am","","Jeff Purcell CPA Inc.","0.00","Main","E-Mail","Avatax","Jeff Purcell CPA Inc","04/02/2026 12:00 am","Online Processing Fee for 32819.1","0.00","0.00","2.40","0.00","False","Due Upon Receipt","False","","","",""
"33704","Closed","32822.1","","Lone Star Revenue Cycle Management LLC","","1.86","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","1.86","04/02/2026 1:03 pm","","Lone Star Revenue Cycle Management LLC","0.00","Main","E-Mail","Avatax","Lone Star Revenue Cycle Management LLC","04/02/2026 12:00 am","Online Processing Fee for 32822.1","0.00","0.00","1.75","0.11","False","Due Upon Receipt","False","","","",""
"33705","Closed","32826.1","","Mission Management Services, LLC","","0.46","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","0.46","04/02/2026 8:23 am","","Mission Management Services, LLC","0.00","Main","E-Mail","Avatax","Mission Management Services, LLC","04/02/2026 12:00 am","Online Processing Fee for 32826.1","0.00","0.00","0.46","0.00","False","Due Upon Receipt","False","","","",""
"33692","Closed","32828.1","","National ABA Service Quality Network","","3.79","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","3.79","04/02/2026 1:02 pm","","National ABA Service Quality Network","0.00","Main","E-Mail","Avatax","National ABA Service Quality Network","04/02/2026 12:00 am","Online Processing Fee for 32828.1","0.00","0.00","3.56","0.23","False","Due Upon Receipt","False","","","",""
"33717","Closed","32828.1.1","","National ABA Service Quality Network","","0.01","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","0.01","04/02/2026 1:02 pm","","National ABA Service Quality Network","0.00","Main","E-Mail","Avatax","National ABA Service Quality Network","04/02/2026 12:00 am","Online Processing Fee for 32828.1.1","0.00","0.00","0.01","0.00","False","Due Upon Receipt","False","","","",""
"33712","Closed","32831.1","","Patrick Daniel Law","","4.38","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","4.38","04/02/2026 1:03 pm","","Patrick Daniel Law","0.00","Main","E-Mail","Avatax","Patrick Daniel Law","04/02/2026 12:00 am","Online Processing Fee for 32831.1","0.00","0.00","4.11","0.27","False","Due Upon Receipt","False","","","",""
"33718","Closed","32831.1.1","","Patrick Daniel Law","","0.01","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","0.01","04/02/2026 1:03 pm","","Patrick Daniel Law","0.00","Main","E-Mail","Avatax","Patrick Daniel Law","04/02/2026 12:00 am","Online Processing Fee for 32831.1.1","0.00","0.00","0.01","0.00","False","Due Upon Receipt","False","","","",""
"33710","Closed","32836.1","","RCS Management LLC","","1.04","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","1.04","04/02/2026 8:23 am","","RCS Management LLC","0.00","Main","E-Mail","Avatax","RCS Management LLC","04/02/2026 12:00 am","Online Processing Fee for 32836.1","0.00","0.00","1.04","0.00","False","Due Upon Receipt","False","","","",""
"33702","Closed","32852.1","","Syncronys","","3.00","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","3.00","04/02/2026 8:22 am","","Syncronys","0.00","Main","E-Mail","Avatax","Syncronys","04/02/2026 12:00 am","Online Processing Fee for 32852.1","0.00","0.00","3.00","0.00","False","Due Upon Receipt","False","","","",""
"33716","Closed","32624.1","","Teddy Bear Cancer Foundation","","37.12","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","37.12","04/02/2026 12:13 pm","","Teddy Bear Cancer Foundation","0.00","New Main","E-Mail","Avatax","Teddy Bear Cancer Foundation","04/02/2026 12:00 am","Online Processing Fee for 32624.1","0.00","0.00","37.12","0.00","False","Due Upon Receipt","False","","","",""
"33691","Closed","32857.1","","The Elements Agency, LLC","","3.14","04/02/2026 12:00 am","No Past Due Notices Sent","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","3.14","04/02/2026 8:22 am","","The Elements Agency, LLC","0.00","Main","E-Mail","Avatax","Elements Agency","04/02/2026 12:00 am","Online Processing Fee for 32857.1","0.00","0.00","3.14","0.00","False","Due Upon Receipt","False","","","",""
"33714","Closed","32858.1","","The Grigg Group","","1.64","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","1.64","04/02/2026 8:23 am","","The Grigg Group","0.00","Main","E-Mail","Avatax","Grigg Group","04/02/2026 12:00 am","Online Processing Fee for 32858.1","0.00","0.00","1.64","0.00","False","Due Upon Receipt","False","","","",""
"33700","Closed","32860.1","","The Pacific Center for Financial Services","","18.51","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","18.51","04/02/2026 8:22 am","","The Pacific Center for Financial Services","0.00","Main","E-Mail","Avatax","Pacific Center for Financial Services","04/02/2026 12:00 am","Online Processing Fee for 32860.1","0.00","0.00","18.51","0.00","False","Due Upon Receipt","False","","","",""
"33693","Closed","32863.1","","TransGo","","0.08","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","0.08","04/02/2026 8:22 am","","TransGo","0.00","Main","E-Mail","Avatax","TransGo","04/02/2026 12:00 am","Online Processing Fee for 32863.1","0.00","0.00","0.08","0.00","False","Due Upon Receipt","False","","","",""
"33709","Closed","32870.1","","Wexford County Road Commission","","2.27","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","2.27","04/02/2026 8:23 am","","Wexford County Road Commission","0.00","Main","E-Mail","Avatax","Wexford County Road Commission","04/02/2026 12:00 am","Online Processing Fee for 32870.1","0.00","0.00","2.27","0.00","False","Due Upon Receipt","False","","","",""
"33701","Closed","32871.1","","Winbridge SBF","","3.27","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","3.27","04/02/2026 8:22 am","","Winbridge SBF","0.00","Main","E-Mail","Avatax","Winbridge SBF","04/02/2026 12:00 am","Online Processing Fee for 32871.1","0.00","0.00","3.27","0.00","False","Due Upon Receipt","False","","","",""
"33711","Closed","32873.1","","Young Dufford Architects LLC","","1.76","04/02/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","1.76","04/02/2026 8:23 am","","Young Dufford Architects LLC","0.00","Main","E-Mail","Avatax","Young Dufford Architects LLC","04/02/2026 12:00 am","Online Processing Fee for 32873.1","0.00","0.00","1.76","0.00","False","Due Upon Receipt","False","","","",""
"33288","Closed","32578","","A Change in Trajectory (ACT)","Monthly Managed Services","1891.70","04/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","1891.70","04/01/2026 9:02 am","Managed Services","A Change in Trajectory (ACT)","0.00","(new) Main","E-Mail","Avatax","A Change in Trajectory (ACT)","04/01/2026 12:00 am","Monthly Billing for April","0.00","0.00","1891.70","0.00","False","Due Upon Receipt","False","false","","","false"
"33507","Closed","32757","","ABC Assembly, Inc","Licensing Monthly","105.60","04/01/2026 12:00 am","No Past Due Notices Sent","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","105.60","04/08/2026 2:06 pm","Licensing Monthly","ABC Assembly, Inc","0.00","Main","E-Mail","Avatax","ABC Assembly","04/01/2026 12:00 am","Monthly Billing for April","0.00","0.00","105.60","0.00","False","Due Upon Receipt","False","false","","","false"
"33289","Closed","32579","","ABEDI Inc.","Monthly Managed Services","1500.00","04/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","1500.00","03/06/2026 8:12 am","Managed Services","ABEDI Inc.","0.00","Tustin","E-Mail","Avatax","ABEDI","04/01/2026 12:00 am","Monthly Billing for April","0.00","0.00","1500.00","0.00","False","Due Upon Receipt","False","false","","","false"
"33508","Closed","32758","","ABEDI Inc.","Licensing Monthly","809.70","04/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","809.70","04/10/2026 2:35 pm","Licensing Monthly","ABEDI Inc.","0.00","Tustin","E-Mail","Avatax","ABEDI","04/01/2026 12:00 am","Monthly Billing for April","0.00","0.00","809.70","0.00","False","Due Upon Receipt","False","false","","","false"
"33509","Closed","32759","","Ainer & Fraker LLP","Licensing Monthly ","83.50","04/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","83.50","04/02/2026 8:17 am","Licensing Monthly","Ainer & Fraker LLP","0.00","Main","E-Mail","Avatax","Ainer & Fraker LLP","04/01/2026 12:00 am","Monthly Billing for April","0.00","0.00","83.50","0.00","False","Due Upon Receipt","False","","","",""
"33290","Closed","32580","","Alameda Structural Inc","Monthly Managed Services","510.00","04/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","510.00","04/01/2026 6:04 pm","Managed Services","Alameda Structural Inc","0.00","Main","E-Mail","Avatax","Alameda Structural Inc","04/01/2026 12:00 am","Monthly Billing for April","0.00","0.00","510.00","0.00","False","Due Upon Receipt","False","","","",""
"33506","Closed","32580.1","","Alameda Structural Inc","","15.30","04/01/2026 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","15.30","04/01/2026 6:04 pm","","Alameda Structural Inc","0.00","Main","E-Mail","Avatax","Alameda Structural Inc","04/01/2026 12:00 am","Online Processing Fee for 32580.1","0.00","0.00","15.30","0.00","False","Due Upon Receipt","False","","","",""
"33510","Closed","32760","","Alameda Structural Inc","Licensing Monthly","82.86","04/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","82.86","04/02/2026 8:17 am","Licensing Monthly","Alameda Structural Inc","0.00","Main","E-Mail","Avatax","Alameda Structural Inc","04/01/2026 12:00 am","Monthly Billing for April","0.00","0.00","82.86","0.00","False","Due Upon Receipt","False","","","",""
"33511","Closed","32761","","Alfa Intelligent Technology Group, Inc","Licensing Monthly ","544.60","04/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","544.60","04/02/2026 8:17 am","Licensing Monthly","Alfa Intelligent Technology Group, Inc","0.00","Main","E-Mail","Avatax","Alfa Intelligent Technology Group Inc","04/01/2026 12:00 am","Monthly Billing for April","0.00","0.00","544.60","0.00","False","Due Upon Receipt","False","","","",""
"33512","Closed","32762","","Alliance Wealth Management, LLC","Licensing Monthly","10.93","04/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","10.93","04/02/2026 8:17 am","Licensing Monthly","Alliance Wealth Management, LLC","0.00","Main","E-Mail","Avatax","Alliance Wealth Management, LLC","04/01/2026 12:00 am","Monthly Billing for April","0.00","0.00","10.25","0.68","False","Due Upon Receipt","False","","","",""
"33291","Closed","32581","","Amelia Newcomb Dressage","Monthly Managed Services","850.00","04/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","850.00","04/01/2026 6:01 pm","Managed Services","Amelia Newcomb Dressage","0.00","Main","E-Mail","Avatax","Amelia Newcomb Dressage","04/01/2026 12:00 am","Monthly Billing for April","0.00","0.00","850.00","0.00","False","Due Upon Receipt","False","","","",""
"33513","Closed","32763","","Ascend Planning Solutions","Licensing Monthly ","56.00","04/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","56.00","04/02/2026 8:17 am","Licensing Monthly","Ascend Planning Solutions","0.00","Main","E-Mail","Avatax","Ascend Planning Solutions","04/01/2026 12:00 am","Monthly Billing for April","0.00","0.00","56.00","0.00","False","Due Upon Receipt","False","","","",""
"33514","Closed","32764","","Astra Prime Wealth Management","Licensing Monthly ","54.60","04/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","54.60","04/02/2026 8:17 am","Licensing Monthly","Astra Prime Wealth Management","0.00","Main","E-Mail","Avatax","Astra Prime Wealth Management","04/01/2026 12:00 am","Monthly Billing for April","0.00","0.00","54.60","0.00","False","Due Upon Receipt","False","","","",""
"33292","Closed","32582","","Autism Behavioral Health","Monthly Managed Services","657.49","04/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","657.49","03/31/2026 10:11 am","Managed Services","Autism Behavioral Health","0.00","Main (NEW)","E-Mail","Avatax","Autism Behavioral Health (ABH)","04/01/2026 12:00 am","Monthly Billing for April","0.00","0.00","651.83","5.66","False","Due Upon Receipt","False","false","","","false"
"33515","Closed","32765","","Autism Behavioral Health","Licensing Monthly","574.80","04/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","574.80","04/09/2026 10:29 am","Licensing Monthly","Autism Behavioral Health","0.00","Main (NEW)","E-Mail","Avatax","Autism Behavioral Health (ABH)","04/01/2026 12:00 am","Monthly Billing for April","0.00","0.00","569.10","5.70","False","Due Upon Receipt","False","false","","","false"
"33293","Closed","32583","","Autism Systems LLC","Monthly Managed Services","3650.00","04/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","3650.00","04/10/2026 11:33 pm","Managed Services","Autism Systems LLC","0.00","Main - Corporate Location","E-Mail","Avatax","Autism Systems, LLC","04/01/2026 12:00 am","Monthly Billing for April","0.00","0.00","3650.00","0.00","False","Due Upon Receipt","False","false","","","false"
"33516","Closed","32766","","Autism Systems LLC","Licensing Monthly","2732.70","04/01/2026 12:00 am","No Past Due Notices Sent","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","0.00","","Licensing Monthly","Autism Systems LLC","2732.70","Main - Corporate Location","E-Mail","Avatax","Autism Systems, LLC","04/01/2026 12:00 am","Monthly Billing for April","0.00","0.00","2732.70","0.00","False","Due Upon Receipt","False","","","",""
"33517","Closed","32767","","Autostream Finance LLC","Licensing Monthly","168.16","04/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","168.16","04/02/2026 8:17 am","Licensing Monthly","Autostream Finance LLC","0.00","Main","E-Mail","Avatax","Autostream Finance LLC","04/01/2026 12:00 am","Monthly Billing for April","0.00","0.00","157.75","10.41","False","Due Upon Receipt","False","","","",""
"33494","Closed","32753","","AvePoint, Inc","AvePoint Opus & Fly Esntls - Exprs Emplymnt Pros","7200.00","04/01/2026 12:00 am","Closed - Emailed","Standard","","4992","Corporate","Managed Services","","N","EWolf","0.00","0.00","7200.00","05/04/2026 11:58 am","","AvePoint, Inc","0.00","Main","E-Mail","Avatax","AvePoint","04/01/2026 12:00 am","Order #4992","0.00","0.00","7200.00","0.00","False","Due Upon Receipt","False","false","","","false"
"33518","Closed","32768","","Avisi Technologies","Licensing Monthly","63.00","04/01/2026 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","63.00","04/02/2026 8:17 am","Licensing Monthly","Avisi Technologies","0.00","Main","E-Mail","Avatax","AvisiTech","04/01/2026 12:00 am","Monthly Billing for April","0.00","0.00","63.00","0.00","False","Due Upon Receipt","False","","","",""
