"billing_log_recid","Open/Closed","Invoice","Ticket #","Company Name","Customer PO","Invoice Total","Date","Status","Invoice Type","Project / Phase","Sales Order #","Location","Department","Internal Notes","GL","Routed To","Down Payment Applied","Credit Amount","Paid Amount","Date Paid","Agreement Type","Bill To","Invoice Balance","Site","Invoice Delivery","Tax Code","Account ID","Due Date","Invoice Reference","Service Total","Expense Total","Product Total","Sales Tax","Unbatched","Billing Terms","Pending Application","Procurement Needed","Partner Name","Sales Rep.","Business Development?"
"32153","Closed","31720","","Cloudburst Misting Systems","Licensing Monthly","104.00","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","104.00","12/29/2025 10:26 am","Licensing Monthly","Cloudburst Misting Systems","0.00","Main","E-Mail","Avatax","Cloudburst Misting Systems, Inc","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","104.00","0.00","False","Due Upon Receipt","False","false","","","false"
"32204","Closed","31771","","C-MAG Chimie Inc.","Licensing Monthly","29.40","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","29.40","12/02/2025 4:52 am","Licensing Monthly","C-MAG Chimie Inc.","0.00","Main","E-Mail","Avatax","C-MAG Chimie","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","29.40","0.00","False","Due Upon Receipt","False","","","",""
"31967","Closed","31552","","Conejo Valley Services","Monthly Managed Services","2036.27","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","2036.27","12/11/2025 11:50 am","Managed Services","Conejo Valley Services","0.00","OLD Main - Storage and Training","E-Mail","Avatax","Conejo Valley Heating and Air","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","2033.86","2.41","False","Due Upon Receipt","False","","","",""
"32102","Closed","31669","","Conejo Valley Services","Licensing Monthly","1081.50","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","1081.50","12/11/2025 11:49 am","Licensing Monthly","Conejo Valley Services","0.00","OLD Main - Storage and Training","E-Mail","Avatax","Conejo Valley Heating and Air","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","1081.50","0.00","False","Due Upon Receipt","False","","","",""
"32002","Closed","31587","","Connecting Dot By Dot","Monthly Managed Services","300.00","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","300.00","11/07/2025 3:18 pm","Managed Services","Connecting Dot By Dot","0.00","Main","E-Mail","Avatax","Connecting Dot by Dot","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","300.00","0.00","False","Due Upon Receipt","False","","","",""
"32118","Closed","31685","","Connecting Dot By Dot","Licensing Monthly","438.50","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","438.50","12/02/2025 6:44 pm","Licensing Monthly","Connecting Dot By Dot","0.00","Main","E-Mail","Avatax","Connecting Dot by Dot","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","438.50","0.00","False","Due Upon Receipt","False","","","",""
"32166","Closed","31733","","Converged Networks Inc.","Licensing Monthly ","87.50","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","87.50","12/02/2025 4:53 am","Licensing Monthly","Converged Networks Inc.","0.00","Main","E-Mail","Avatax","Converged Networks Inc","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","87.50","0.00","False","Due Upon Receipt","False","","","",""
"31950","Closed","31535","","Cool Pak - Bunzl","Monthly Managed Services - #BZ15","17332.97","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","17332.97","12/04/2025 8:52 am","Managed Services","Cool Pak - Bunzl","0.00","Main","E-Mail","Avatax","Cool Pak, LLC","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","17308.82","24.15","False","Due Upon Receipt","False","false","","","false"
"32107","Closed","31674","","Cool Pak - Bunzl","Licensing Monthly","763.60","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","763.60","12/04/2025 8:51 am","Licensing Monthly","Cool Pak - Bunzl","0.00","Main","E-Mail","Avatax","Cool Pak, LLC","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","763.60","0.00","False","Due Upon Receipt","False","false","","","false"
"31952","Closed","31537","","Cordova Safety - Bunzl","Monthly Managed Services - Contract #BZ17","10039.49","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","10039.49","12/12/2025 10:21 am","Managed Services","Bunzl","0.00","Main","E-Mail","Avatax","Cordova","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","10029.77","9.72","False","Due Upon Receipt","False","false","","","false"
"31982","Closed","31567","","Crossroads Community Church","Monthly Managed Services","900.00","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","900.00","11/07/2025 12:03 pm","Managed Services","Crossroads Community Church","0.00","Main","E-Mail","Avatax","Crossroads Community Church","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","900.00","0.00","False","Due Upon Receipt","False","false","","","false"
"32193","Closed","31760","","Crossroads Community Church","Licensing Monthly","42.00","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","42.00","12/02/2025 9:35 am","Licensing Monthly","Crossroads Community Church","0.00","Main","E-Mail","Avatax","Crossroads Community Church","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","42.00","0.00","False","Due Upon Receipt","False","false","","","false"
"31991","Closed","31576","","CVG Wealth Management","Monthly Managed Services","600.00","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","600.00","12/01/2025 4:44 pm","Managed Services","CVG Wealth Management","0.00","Texas Address","E-Mail","Avatax","CVG Wealth Management","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","600.00","0.00","False","Due Upon Receipt","False","","","",""
"32141","Closed","31708","","CVG Wealth Management","Licensing Monthly","144.04","12/01/2025 12:00 am","No Past Due Notices Sent","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","144.04","12/02/2025 4:47 am","Licensing Monthly","CVG Wealth Management","0.00","Texas Address","E-Mail","Avatax","CVG Wealth Management","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","135.00","9.04","False","Due Upon Receipt","False","","","",""
"32220","Closed","31576.1","","CVG Wealth Management","","21.00","12/01/2025 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","21.00","12/01/2025 4:44 pm","","CVG Wealth Management","0.00","Main Office","E-Mail","Avatax","CVG Wealth Management","12/01/2025 12:00 am","Online Processing Fee for 31576.1","0.00","0.00","21.00","0.00","False","Due Upon Receipt","False","","","",""
"31988","Closed","31573","","CWS Investments Inc","Monthly Managed Services","670.00","12/01/2025 12:00 am","No Past Due Notices Sent","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","670.00","11/21/2025 10:26 am","Managed Services","CWS Investments Inc","0.00","Chris Seveney Home Address","E-Mail","Avatax","CWS Investments Inc","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","670.00","0.00","False","Due Upon Receipt","False","false","","","false"
"32117","Closed","31684","","CWS Investments Inc","Licensing Monthly","471.40","12/01/2025 12:00 am","No Past Due Notices Sent","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","471.40","12/11/2025 10:39 am","Licensing Monthly","CWS Investments Inc","0.00","Main Company Address","E-Mail","Avatax","CWS Investments Inc","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","471.40","0.00","False","Due Upon Receipt","False","false","","","false"
"32006","Closed","31591","","Daigh Rick Landscape Architects, LLC","Monthly Managed Services","235.72","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","235.72","11/11/2025 9:26 am","Managed Services","Daigh Rick Landscape Architects, LLC","0.00","Main","E-Mail","Avatax","Anne Daigh Landscape Architect","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","232.55","3.17","False","Due Upon Receipt","False","false","","","false"
"32129","Closed","31696","","Daigh Rick Landscape Architects, LLC","Licensing Monthly","287.72","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","287.72","12/03/2025 10:12 am","Licensing Monthly","Daigh Rick Landscape Architects, LLC","0.00","Main","E-Mail","Avatax","Anne Daigh Landscape Architect","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","262.15","25.57","False","Due Upon Receipt","False","false","","","false"
"31980","Closed","31565","","Designated Broker Solutions","Monthly Managed Services","1139.22","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","1139.22","12/09/2025 3:49 pm","Managed Services","Designated Broker Solutions","0.00","Main","E-Mail","Avatax","Designated Broker Solutions","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","1110.00","29.22","False","Due Upon Receipt","False","","","",""
"32126","Closed","31693","","Designated Broker Solutions","Licensing Monthly","292.79","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","292.79","12/09/2025 3:49 pm","Licensing Monthly","Designated Broker Solutions","0.00","Main","E-Mail","Avatax","Designated Broker Solutions","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","292.79","0.00","False","Due Upon Receipt","False","","","",""
"31986","Closed","31571","","Ditec Manufacturing","Monthly Managed Services","673.09","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","160.00","513.09","12/08/2025 9:56 am","Managed Services","Ditec Manufacturing","0.00","Main","E-Mail","Avatax","DITEC Manufacturing","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","670.84","2.25","False","Due Upon Receipt","False","false","","","false"
"32189","Closed","31756","","Ditec Manufacturing","Licensing Monthly","45.00","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","45.00","12/02/2025 4:53 am","Licensing Monthly","Ditec Manufacturing","0.00","Main","E-Mail","Avatax","DITEC Manufacturing","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","45.00","0.00","False","Due Upon Receipt","False","","","",""
"32213","Closed","31780","","Don Crowe Psychology","Licensing Monthly","6.10","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","6.10","12/02/2025 4:53 am","Licensing Monthly","Don Crowe Psychology","0.00","Main","E-Mail","Avatax","Don Crowe Psychology","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","6.10","0.00","False","Due Upon Receipt","False","","","",""
"31994","Closed","31579","","Donnelly & Moore Inc","Monthly Managed Services","550.00","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","550.00","12/01/2025 4:44 pm","Managed Services","Donnelly & Moore Inc","0.00","Main","E-Mail","Avatax","Donnelly & Moore Inc","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","550.00","0.00","False","Due Upon Receipt","False","","","",""
"32125","Closed","31692","","Donnelly & Moore Inc","Licensing Monthly","329.90","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","329.90","12/02/2025 4:47 am","Licensing Monthly","Donnelly & Moore Inc","0.00","Main","E-Mail","Avatax","Donnelly & Moore Inc","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","304.40","25.50","False","Due Upon Receipt","False","","","",""
"31984","Closed","31569","","Drapery Affair","Monthly Managed Services","790.73","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","790.73","01/02/2026 11:54 am","Managed Services","Drapery Affair","0.00","Main","E-Mail","Avatax","Drapery Affair","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","788.79","1.94","False","Due Upon Receipt","False","false","","","false"
"32132","Closed","31699","","Drapery Affair","Licensing Monthly","180.00","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","180.00","01/02/2026 11:54 am","Licensing Monthly","Drapery Affair","0.00","Main","E-Mail","Avatax","Drapery Affair","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","180.00","0.00","False","Due Upon Receipt","False","false","","","false"
"31995","Closed","31580","","Drive Wheel","Monthly Managed Services ","510.00","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","510.00","12/01/2025 4:45 pm","Managed Services","Drive Wheel","0.00","Main","E-Mail","Avatax","Drive Wheel","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","510.00","0.00","False","Due Upon Receipt","False","","","",""
"32152","Closed","31719","","Drive Wheel","Licensing Monthly","105.00","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","105.00","12/02/2025 4:54 am","Licensing Monthly","Drive Wheel","0.00","Main","E-Mail","Avatax","Drive Wheel","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","105.00","0.00","False","Due Upon Receipt","False","","","",""
"32221","Closed","31580.1","","Drive Wheel","","17.85","12/01/2025 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","17.85","12/01/2025 4:45 pm","","Drive Wheel","0.00","Main","E-Mail","Avatax","Drive Wheel","12/01/2025 12:00 am","Online Processing Fee for 31580.1","0.00","0.00","17.85","0.00","False","Due Upon Receipt","False","","","",""
"32122","Closed","31689","","E&S Insurance Services LLC","Licensing Monthly","366.80","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","366.80","12/02/2025 4:47 am","Licensing Monthly","E&S Insurance Services LLC","0.00","Main","E-Mail","Avatax","E&S Insurance","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","366.80","0.00","False","Due Upon Receipt","False","","","",""
"32174","Closed","31741","","Encore Land Services","Licensing Monthly ","64.50","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","64.50","12/02/2025 4:53 am","Licensing Monthly","Encore Land Services","0.00","Main","E-Mail","Avatax","Encore Land Services","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","64.50","0.00","False","Due Upon Receipt","False","","","",""
"31969","Closed","31554","","Encounter Life","Monthly Managed Services","1841.72","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","1841.72","11/13/2025 11:14 am","Managed Services","Encounter Life","0.00","Main","E-Mail","Avatax","Bible Fellowship","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","1838.82","2.90","False","Due Upon Receipt","False","false","","","false"
"32131","Closed","31698","","Encounter Life","Licensing Monthly","222.32","12/01/2025 12:00 am","No Past Due Notices Sent","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","222.32","12/02/2025 11:29 am","Licensing Monthly","Encounter Life","0.00","Main","E-Mail","Avatax","Bible Fellowship","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","222.32","0.00","False","Due Upon Receipt","False","","","",""
"31968","Closed","31553","","Fire Sprinkler Systems","Monthly Managed Services","1971.01","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","1971.01","12/01/2025 4:44 pm","Managed Services","Fire Sprinkler Systems","0.00","Main","E-Mail","Avatax","Fire Sprinkler Systems Inc.","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","1971.01","0.00","False","Due Upon Receipt","False","","","",""
"32097","Closed","31664","","Fire Sprinkler Systems","Licensing Monthly","1568.00","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","1568.00","12/02/2025 4:42 am","Licensing Monthly","Fire Sprinkler Systems","0.00","Main","E-Mail","Avatax","Fire Sprinkler Systems Inc.","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","1568.00","0.00","False","Due Upon Receipt","False","","","",""
"32001","Closed","31586","","Focus On The Masters","Monthly Managed Services","334.27","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","334.27","01/22/2026 4:27 pm","Managed Services","Focus On The Masters","0.00","Main","E-Mail","Avatax","Focus On The Masters","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","332.33","1.94","False","Due Upon Receipt","False","false","","","false"
"32208","Closed","31775","","Focus On The Masters","Licensing Monthly","17.40","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","17.40","01/22/2026 4:28 pm","Licensing Monthly","Focus On The Masters","0.00","Main","E-Mail","Avatax","Focus On The Masters","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","17.40","0.00","False","Due Upon Receipt","False","false","","","false"
"32138","Closed","31705","","Forvision Therapeutics","Licensing Monthly ","139.00","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","139.00","12/02/2025 4:47 am","Licensing Monthly","Forvision Therapeutics","0.00","Main","E-Mail","Avatax","Forvision Therapeutics","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","139.00","0.00","False","Due Upon Receipt","False","","","",""
"32187","Closed","31754","","FWI Custom Homes","Licensing Monthly","48.00","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","48.00","12/02/2025 4:52 am","Licensing Monthly","FWI Custom Homes","0.00","Main","E-Mail","Avatax","FWI Custom Homes","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","48.00","0.00","False","Due Upon Receipt","False","","","",""
"32140","Closed","31707","","G4 Athlete","Licensing Monthly","137.50","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","137.50","12/02/2025 4:47 am","Licensing Monthly","G4 Athlete","0.00","Main","E-Mail","Avatax","G4 Athlete","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","137.50","0.00","False","Due Upon Receipt","False","","","",""
"32164","Closed","31731","","Gardner Chamber of Commerce","Licensing Monthly","88.80","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","88.80","12/02/2025 4:54 am","Licensing Monthly","Gardner Chamber of Commerce","0.00","Main","E-Mail","Avatax","Gardner Chamber of Commerce","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","88.80","0.00","False","Due Upon Receipt","False","","","",""
"32206","Closed","31773","","Glen R. Gardner Landscape Architect","Licensing Monthly","25.35","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","25.35","12/02/2025 4:54 am","Licensing Monthly","Glen R. Gardner Landscape Architect","0.00","Main","E-Mail","Avatax","Glen R. Gardner Landscape Architect","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","25.35","0.00","False","Due Upon Receipt","False","","","",""
"32191","Closed","31758","","Glennon Trade LLC","Licensing Monthly ","48.60","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","48.60","12/02/2025 4:53 am","Licensing Monthly","Glennon Trade LLC","0.00","Main","E-Mail","Avatax","Glennon Trade LLC","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","45.00","3.60","False","Due Upon Receipt","False","","","",""
"32205","Closed","31772","","GR Financial Group","Licensing Monthly ","27.50","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","27.50","12/02/2025 4:52 am","Licensing Monthly","GR Financial Group","0.00","Main","E-Mail","Avatax","GRFinancialGroup","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","27.50","0.00","False","Due Upon Receipt","False","","","",""
"32168","Closed","31735","","Grand Majestic F/X Inc","Licensing Monthly","82.50","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","82.50","12/02/2025 4:52 am","Licensing Monthly","Grand Majestic F/X Inc","0.00","Main","E-Mail","Avatax","Grand Majestic FX Inc","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","82.50","0.00","False","Due Upon Receipt","False","","","",""
"32148","Closed","31715","","Green Hickory","Licensing Monthly","116.20","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","116.20","12/02/2025 4:52 am","Licensing Monthly","Green Hickory","0.00","Main","E-Mail","Avatax","Green Hickory","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","116.20","0.00","False","Due Upon Receipt","False","","","",""
"32201","Closed","31768","","Green Mountain Geek","Licensing Monthly","32.00","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","32.00","12/02/2025 4:52 am","Licensing Monthly","Green Mountain Geek","0.00","Main","E-Mail","Avatax","Green Mountain Geek","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","32.00","0.00","False","Due Upon Receipt","False","","","",""
"32190","Closed","31757","","Health Law Counsel, LLC","Licensing Monthly ","45.00","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","45.00","12/02/2025 4:48 am","Licensing Monthly","Health Law Counsel, LLC","0.00","Main","E-Mail","Avatax","Health Law Counsel, LLC","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","45.00","0.00","False","Due Upon Receipt","False","","","",""
"32183","Closed","31750","","HiPoint AG Environmental","Licensing Monthly ","53.50","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","53.50","12/01/2025 3:11 pm","Licensing Monthly","HiPoint AG Environmental","0.00","Main","E-Mail","Avatax","HiPoint AG Enviironmental","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","53.50","0.00","False","Due Upon Receipt","False","","","",""
"32215","Closed","31750.1","","HiPoint AG Environmental","","1.61","12/01/2025 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","1.61","12/01/2025 3:11 pm","","HiPoint AG Environmental","0.00","Main","E-Mail","Avatax","HiPoint AG Enviironmental","12/01/2025 12:00 am","Online Processing Fee for 31750.1","0.00","0.00","1.61","0.00","False","Due Upon Receipt","False","","","",""
"32147","Closed","31714","","Hite Consulting Inc ","Licensing Monthly ","118.40","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","118.40","12/02/2025 4:53 am","Licensing Monthly","Hite Consulting Inc ","0.00","Main","E-Mail","Avatax","Hite Consulting Inc ","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","118.40","0.00","False","Due Upon Receipt","False","","","",""
"32207","Closed","31774","","HODOS WEALTH GROUP","Licensing Monthly","19.19","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","19.19","12/02/2025 4:53 am","Licensing Monthly","HODOS WEALTH GROUP","0.00","Main","E-Mail","Avatax","HODOS WEALTH GROUP","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","18.00","1.19","False","Due Upon Receipt","False","","","",""
"31996","Closed","31581","","Hohenstein & Parkinson LLP","Monthly Managed Services","510.00","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","510.00","12/01/2025 4:45 pm","Managed Services","Hohenstein & Parkinson LLP","0.00","Main","E-Mail","Avatax","Hohenstein & Parkinson LLP","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","510.00","0.00","False","Due Upon Receipt","False","","","",""
"32146","Closed","31713","","Hohenstein & Parkinson LLP","Licensing Monthly","130.12","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","130.12","12/02/2025 4:53 am","Licensing Monthly","Hohenstein & Parkinson LLP","0.00","Main","E-Mail","Avatax","Hohenstein & Parkinson LLP","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","119.50","10.62","False","Due Upon Receipt","False","","","",""
"32197","Closed","31764","","Hunter Stevens LLC","Licensing Monthly","37.00","12/01/2025 12:00 am","No Past Due Notices Sent","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","37.00","12/02/2025 4:52 am","Licensing Monthly","Hunter Stevens LLC","0.00","Main","E-Mail","Avatax","Hunter Stevens LLC","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","37.00","0.00","False","Due Upon Receipt","False","","","",""
"32004","Closed","31589","","Interactive Studio Management","Monthly Managed Services","270.00","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","270.00","12/01/2025 4:44 pm","Managed Services","Interactive Studio Management","0.00","Main","E-Mail","Avatax","ISM","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","270.00","0.00","False","Due Upon Receipt","False","","","",""
"32156","Closed","31723","","Interactive Studio Management","Licensing Monthly","99.50","12/01/2025 12:00 am","No Past Due Notices Sent","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","99.50","12/02/2025 4:52 am","Licensing Monthly","Interactive Studio Management","0.00","Main","E-Mail","Avatax","ISM","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","99.50","0.00","False","Due Upon Receipt","False","","","",""
"32217","Closed","31589.1","","Interactive Studio Management","","9.45","12/01/2025 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","9.45","12/01/2025 4:44 pm","","Interactive Studio Management","0.00","Main","E-Mail","Avatax","ISM","12/01/2025 12:00 am","Online Processing Fee for 31589.1","0.00","0.00","9.45","0.00","False","Due Upon Receipt","False","","","",""
"32136","Closed","31703","","itracHealth","Licensing Monthly","150.60","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","150.60","12/03/2025 10:12 am","Licensing Monthly","itracHealth","0.00","Main","E-Mail","Avatax","itrac","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","150.60","0.00","False","Due Upon Receipt","False","false","","","false"
"32113","Closed","31680","","JAR Audio","Licensing Monthly- AWS Monthly","529.19","12/01/2025 12:00 am","No Past Due Notices Sent","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","529.19","12/31/2025 11:12 am","Licensing Monthly","JAR Audio","0.00","Main","E-Mail","Avatax","JAR Audio","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","529.19","0.00","False","Due Upon Receipt","False","false","","","false"
"32182","Closed","31749","","Jeff Purcell CPA Inc.","Licensing Monthly ","54.00","12/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","EWolf","0.00","0.00","54.00","12/02/2025 4:53 am","Licensing Monthly","Jeff Purcell CPA Inc.","0.00","Main","E-Mail","Avatax","Jeff Purcell CPA Inc","12/01/2025 12:00 am","Monthly Billing for December","0.00","0.00","54.00","0.00","False","Due Upon Receipt","False","","","",""
